# step Upe Ubond  Pxx Pyy Pzz Pxy Pxz Pyz Ugauss[0] Ugauss[1] Ugauss[2] 
90000 3.54875e+06 606172 3.98344 3.97901 3.71733 0.000572441 0.000631727 0.000122395 1.43307e+06 399270 1.11024e+06 2.93817e-35 
91000 3.54871e+06 606242 3.98163 3.98169 3.71652 -0.00214637 -1.4483e-05 -0.00104257 1.43164e+06 401846 1.10899e+06 2.93817e-35 
92000 3.54891e+06 606418 3.98185 3.98205 3.71583 -0.00077996 0.00214303 -0.00183756 1.43199e+06 401637 1.10887e+06 2.93817e-35 
93000 3.54824e+06 605522 3.98368 3.98269 3.71556 9.66527e-05 0.000424308 5.56554e-05 1.43351e+06 399679 1.10953e+06 2.93817e-35 
94000 3.54869e+06 605882 3.9819 3.98407 3.71547 -0.000521542 0.000149089 -0.000940251 1.43341e+06 400591 1.10881e+06 2.93817e-35 
95000 3.54963e+06 607095 3.98004 3.98303 3.71402 -0.00025329 -0.000461429 -0.00107567 1.43341e+06 398808 1.11031e+06 2.93817e-35 
96000 3.55063e+06 608058 3.97995 3.97967 3.71397 0.000811291 0.00208861 0.000155196 1.43257e+06 400295 1.10971e+06 2.93817e-35 
97000 3.54824e+06 605741 3.98084 3.98312 3.71704 0.00148238 0.00016256 -0.000856486 1.43278e+06 399979 1.10974e+06 2.93817e-35 
98000 3.54946e+06 606605 3.98145 3.98081 3.71632 -0.000259649 0.000551255 -0.000718491 1.43236e+06 400153 1.11033e+06 2.93817e-35 
99000 3.55065e+06 607890 3.98109 3.97865 3.71525 0.00110907 -0.00071896 0.000773912 1.43362e+06 399990 1.10915e+06 2.93817e-35 
100000 3.54819e+06 605624 3.98395 3.98248 3.71494 0.000257051 1.1129e-05 -0.00176047 1.43386e+06 398602 1.1101e+06 2.93817e-35 
